title,tag,artist,year,views,features,lyrics,id,language_cld3,language_ft,language
I Just Want to Make Love to You,rb,Etta James,1960,22113,{},"[Verse 1]
I don't want you to be no slave
I don't want you to work all day
But I want you to be true
And I just wanna make love to you

[Chorus]
Love to you, ooh, ooh
Love to you

[Verse 2]
All I want to do is wash your clothes
I don't want to keep you indoors
There is nothing for you to do
But keep me making love to you

[Chorus]
Love to you, ooh, ooh
Love to you

[Bridge]
And I can tell by the way you walk that walk
And I can hear by the way you talk that talk
And I can know by the way you treat your girl
That I could give you all the loving in the whole wide world
[Verse 3]
All I want you to do is to bake your bread
Just to make sure that you're well fed
I don't want you sad and blue
And I just wanna make love to you

[Chorus]
Love to you, ooh, ooh
Love to you, ooh

[Bridge]
And I can tell by the way you walk that walk
And I can hear by the way you talk that talk
And I can know by the way you treat your girl
That I could give you all the loving in the whole wide world

[Verse 4]
Oh, all I wanna do, all I wanna do is cook your bread
Just to make sure that you're well fed
I don't want you sad and blue
And I just wanna make love to you

[Chorus]
Love to you, ooh, ooh
Real love to you, ooh, ooh
Love to you, ooh",900809,en,en,en
Trust in Me,rb,Etta James,1960,20493,{},"[Verse 1]
Trust in me in all you do
Have the faith I have in you
Love will see us through
If only you trust in me
Why don't you, you trust me?

[Verse 2]
Come to me when things go wrong
Cling to me, Daddy, oh yeah and I'll be strong
We can get along
We can get along
Oh if only you trust in me

[Bridge]
While there's a moon, a moon up high
While there are birds, birds to fly
While there is you, you and I
I can be sure that I love you oh

[Verse 3]
Stand beside me
Stand beside me all the while
Come on, Daddy, face the future
Why don't you smile?
Trust in me and I'll be worthy of you
Oh yeah, why don't you trust in me in all you do?
And have the faith I have in you
Oh and love will see us through
If only you trust in me
Yeah Yeah Yeah

Why don't you, you come to me?
When things go wrong, cling to me
And whoa, and I'll be strong
We can get along, we can get along
Oh, if only you trust in me",970102,en,en,en
Telephone Hour,pop,Original Broadway Cast of Bye Bye Birdie,1960,20370,"{""Dean Stolber"",""Michael J. Pollard""}","[Helen]
Hi, Nancy!

[Nancy]
Hi, Helen!

[Helen]
What's the story, morning glory?
What's the tale, nightingale?
Did you hear about Hugo and Kim?

[Alice]
Hi, Margie!

[Margie]
Hi, Alice!
What's the story, morning glory?

[Alice]
What's the word, humming bird?
Have you heard about Hugo and Kim?
[Helen, Nancy, Alice, Margie]
Did they really get pinned?
Did she kiss him and cry?
Did he pin the pin on?
Or was he too shy?
Well, I heard they got pinned


[Boys]
Yeah! Yeah!

[Girls]
I was hopin' they would!

[Boys]
Uh huh

[Girls]
Now they're livin' at last

[Boys]
He's gone

[Girls]
Goin' steady for good!
[Harvey Johnson]
Hello, Mister Henkel, this is Harvey Johnson
Can I speak to Penelope Ann?

[Penelope]
Is it true about Kim?

[Harvey]
Penelope!

[Penelope]
I just knew it somehow

[Harvey]
About the prom...

[Penelope]
I must call her right up!

[Harvey]
Saturday?

[Penelope]
I can't talk to you now!

[Girls]
Goin' steady
[Boys]
You know it

[Girls]
Goin' steady

[Boys]
Man, it's crazy, man!

[Girls]
Goin' steady

[Boys]
You know it

[Girl]
It won't last!

[Girl]
Not at all!

[Girl]
He's too thin!

[Girl]
She's too tall!

[Harvey]
Hello, Missus Miller, this is Harvey Johnson
Can I speak to Debra Sue?

[Boys]
Hiya, Hugo!
Hiya, stupid!
Whatcha wanna go get pinned for?

[Hugo]
You don't know how to live

[Boys]
Hey, ya meathead!

[Hugo]
You'd get pinned if you could!

[Boys]
Lost your marbles?

[Hugo]
Kim and I are in love

[Boys]
Are ya nutty?

[Hug]
Going steady for...

[Harvey]
Hello, Mrs Garfein, is Charity home from school yet?

[Girls]
Did they really get pinned?
Goin' steady
I was hopin' they would
Goin' steady
Now they're livin' at last
Goin' steady
Goin' steady for good!

[Boys]
If you gotta go, that's the way to go

[Girls]
Ooh

[Boys]
When they got you hooked
Then you're really cooked

[Girls]
Ooh

[Boys]
Whatcha gonna do?
Whatcha gonna do?

[Girls]
Well, I heard they got pinned!
I was thinking they would!
Now they're livin' at last
Goin' steady for good
Goin' steady, goin' steady
Goin' steady
Steady for good
Goin' steady, goin' steady
Goin' steady
Steady for good
He's in love with Kim
Kim's in love with him!
Well, oh well, do tell
Well, oh well, do tell
That's the way it should be!
They'll be happy, I know!
Going steady's for me
That's the way you should go!
Goin' steady, goin' steady
Goin' steady
Steady for good
Goin' steady
Goin' steady

[All]
Oh, yeah!",3583459,en,en,en
All I Could Do Was Cry,rb,Etta James,1960,20323,{},"[Verse 1]
I heard church bells ringing
I heard a choir singing
I saw my love walk down the aisle
On her finger, he placed a ring
Ohh-oh

[Verse 2]
I saw them holding hands
She was standing there with my man
I heard them promise
""Till death do us part""
Each word
Was a pain
In my heart

[Chorus]
All I could do was cry
(Cry, cry, cry)
All I could do was cry
(Cry, cry, cry)
I was losing the man that I love
And all I could do was cry
(Cry, cry, cry)
[Verse 2]
And now the wedding is over
Rice, rice has been thrown over their heads
For them, life has just begun
But mine is ending

[Chorus]
Ohh
All I could do, all I could do was cry
(Cry, cry, cry)
All I could do was cry
(Cry, cry, cry)
I was losing the man that I love
And all I could do was cry
(Cry, cry, cry)",1147329,en,en,en
Tie Me Kangaroo Down Sport,country,Rolf Harris,1960,19132,{},"[Spoken-word intro:]
There's an old Australian stockman lying, dying
He gets himself up onto one elbow and he turns to his mates
Who are all gathered around and he says:

[Verse 1:]
Watch me wallabies feed, mate
Watch me wallabies feed
They're a dangerous breed, mate
So watch me wallabies feed
Altogether now!

[Chorus:]
Tie me kangaroo down, sport
Tie me kangaroo down
Tie me kangaroo down, sport
Tie me kangaroo down

[Verse 2:]
Keep me cockatoo cool, Curl
Keep me cockatoo cool
Ah, don't go acting the fool, Curl
Just keep me cockatoo cool
Altogether now!
[Chorus:]
Tie me kangaroo down, sport
Tie me kangaroo down
Tie me kangaroo down, sport
Tie me kangaroo down

[Verse 3:]
'n' take me koala back, Jack
Take me koala back
He lives somewhere out on the track, Mac
So take me koala back
Altogether now!

[Chorus:]
Tie me kangaroo down, sport
Tie me kangaroo down
Tie me kangaroo down, sport
Tie me kangaroo down

[Verse 4:]
Let me abos go loose, Lou
Let me abos go loose
They're of no further use, Lou
So let me abos go loose
Altogether now!
[Chorus:]
Tie me kangaroo down, sport
Tie me kangaroo down
Tie me kangaroo down, sport
Tie me kangaroo down

[Verse 5:]
And mind me platypus duck, Bill
Mind me platypus duck
Ah, don't let 'im go running amok, Bill
Just mind me platypus duck
Altogether now!

[Chorus:]
Tie me kangaroo down, sport
Tie me kangaroo down
Tie me kangaroo down, sport
Tie me kangaroo down

[Verse 6:]
Play your didgeridoo, Blue
Play your didgeridoo
Ah, like, keep playin' 'til I shoot through, Blue
Play your didgeridoo
Altogether now!
[Chorus:]
Tie me kangaroo down, sport
Tie me kangaroo down
Tie me kangaroo down, sport
Tie me kangaroo down

[Verse 7:]
Tan me hide when I'm dead, Fred
Tan me hide when I'm dead
So we tanned his hide when he died, Clyde
And that's it hangin' on the shed!!
Altogether now!

[Chorus:]
Tie me kangaroo down, sport
Tie me kangaroo down
Tie me kangaroo down, sport
Tie me kangaroo down",135035,en,en,en
Tell Laura I Love Her,rock,Ray Peterson,1960,18908,{},"Laura and Tommy were lovers
He wanted to give her everything
Flowers, presents
And most of all a wedding ring

He saw a sign for a stock car race
A thousand dollar prize it read
He couldn't get Laura on the phone
So to her mother Tommy said

Tell Laura I love her
Tell Laura I need her
Tell Laura I may be late
I've something to do that cannot wait

He drove his car to the racing ground
He was the youngest driver there
The crowd roared as they started the race
Round the track they drove at a deadly pace

No-one knows what happened that day
Or how his car over-turned in flames
But as they pulled him from the twisted wreck
With his dying breath they heard him say
Tell Laura I love her
Tell Laura I need her
Tell Laura not to cry
My love for her will never die

Now in the chapel where Laura prays
For her Tommy who passed away
It was just for Laura he lived and died
Alone in the chapel she can hear him cry

Tell Laura I love her
Tell Laura I need her
Tell Laura not to cry
My love for her will never die (x 2)",133605,en,en,en
Fever,rock,Elvis Presley,1960,17201,{},"[Verse 1]
Never know how much I love you
Never knew how much I care
When you put your arms around me
I get a fever that's so hard to bear

[Chorus]
You give me fever when you kiss me
Fever when you hold me tight
Fever in the morning
Fever all through the night

[Verse 2]
Sun lights up the daytime
Moon lights up the night
I light up when you call my name
And you know I'm gonna treat you right

[Chorus]
You give me fever when you kiss me
Fever when you hold me tight
Fever in the morning
Fever all through the night
Everybody's got the fever
That is something you all know
Fever isn't such a new thing
Fever started long ago

[Verse 3]
Romeo loved Juliet
Juliet she felt the same
When he put his arms around her
He said 'Julie, baby, you're my flame

Thou givest fever when we kisseth
Fever with thy flaming youth
Fever I'm on fire
Fever, yeah, I burn forsooth

Captain Smith and Pocahontas
Had a very mad affair
When her daddy tried to kill him
She said 'Daddy-o, don't you dare

He give me fever with his kisses
Fever when he holds me tight
Fever, I'm his misses
Oh daddy, won't you treat him right'
[Verse 4]
Now you've listened to my story
Here's the point that I have made
Cats were born to give chicks fever
Be it Fahrenheit or centigrade

They give you fever when we kiss you
Fever if you live and learn
Fever till you sizzle
What a lovely way to burn
What a lovely way to burn
What a lovely way to burn",197114,en,en,en
Last Date,country,Floyd Cramer,1960,16707,{},"It's over our love affair
Too late now I find I care
His sweet love no more I'll share
Now he's gone I'm alone
I was wrong should have known
Took me home on our last date

I search for a single way
To tell him what I had to say
I kissed him watched him walk away
Set him free foolishly destiny misery
Tragedy on our last date

Took the ring from my trembling fingers
Brushed a tear from my baby's eye
Walked away didn't know that
I'd soon miss him so
Guess I was too young to realize
So blind I couldn't see
How much he really meant to me
And that soon he would always be
On my mind in my heart I was blind from the start
Lost his love on our last date",1677667,en,en,en
This Magic Moment,rb,The Drifters,1960,16485,{},"[Verse 1]
This magic moment
So different and so new
Was like any other
Until I kissed you

And then it happened
It took me by surprise
I knew that you felt it too
By the look in your eyes

[Chorus]
Sweeter than wine
Softer than the summer night
Everything I want I have
Whenever I hold you tight

[Verse 2]
This magic moment
While your lips are close to mine
Will last forever
Forever till the end of time
[Bridge]
Oh (magic)
Oh (magic)
Mmm (magic)

[Chorus]
Sweeter than wine
Softer than the summer night
Everything I want I have
Whenever I hold you tight

[Verse 2]
This magic moment
While your lips are close to mine
Will last forever
Forever till the end of time

[Outro]
(Magic) Oh
(Magic) Magic moment
(Magic) Magic moment
(Magic) Magic moment

(Magic) Oh
(Magic) Oh
(Magic)
(Magic)",468270,en,en,en
Nice N Easy,pop,Frank Sinatra,1960,16339,{},"Let's take it nice and easy
It's gonna be so easy
For us to fall in love

Hey baby, what's your hurry?
Relax and don't you worry
We're gonna fall in love

We're on the road to romance, that's safe to say
But let's make all the stops along the way

The problem now of course is
To simply hold your horses
To rush would be a crime
'Cause nice and easy does it every time

We're on the road to romance, that's safe to say
But let's make all the stops along the way

The problem now of course is
To simply hold your horses
To rush would be a crime
'Cause nice and easy does it
Nice 'n' easy does it
Nice 'n' easy does it every time
Like the man says, 'one more time'

Nice 'n' easy does it
Nice 'n' easy does it
Nice 'n' easy does it every time",930651,en,en,en
